Files already downloaded and verified
Files already downloaded and verified
Classifier output dim:  100
num params: 11789612
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
loss_mse:  tensor(0.1089, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0741, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0682, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0613, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0618, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0824, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0597, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0711, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0585, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0663, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0782, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0679, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0742, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0622, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0766, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0775, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0813, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0594, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0710, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0529, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0823, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0584, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0661, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0701, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0754, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0611, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0706, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0709, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0743, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0780, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0850, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0642, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0669, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0672, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0740, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0627, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0637, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0601, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0788, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0635, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0712, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0781, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0520, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0793, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0596, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0597, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0707, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0827, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0656, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0819, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0645, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0626, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0961, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0675, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0668, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0637, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1052, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0589, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1016, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0716, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0819, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0698, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0678, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0658, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0592, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0650, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0732, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0772, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0658, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0704, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0530, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0661, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0595, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0746, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0902, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0609, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0705, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0554, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0789, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0686, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0694, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0679, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0767, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0506, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0605, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0681, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0747, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0651, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0714, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0894, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0757, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0687, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0881, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0713, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0613, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0849, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0699, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0770, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0749, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0675, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0550, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0604, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0728, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0476, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0758, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0709, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0614, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0778, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0539, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0797, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0925, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0687, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0704, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0736, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0553, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0569, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0562, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0603, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0602, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0555, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0681, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0635, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0742, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0523, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0627, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0588, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0645, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0619, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0655, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0704, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0645, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0739, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0818, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0567, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0706, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0561, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0757, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  27, time= 10.9s | Train: skip eval | Valid: time=  0.3s loss=0.976, TAw acc=  0.0% |
loss_mse:  tensor(0.0683, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0664, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0681, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0451, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0790, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0755, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0737, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0705, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0747, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0731, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0753, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0627, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0763, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0807, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0553, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0644, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0716, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0821, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0728, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0775, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0593, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0534, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0775, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0655, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0657, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0760, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0738, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0742, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0995, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0622, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0588, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0600, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0695, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0694, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0660, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0720, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0656, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0729, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0734, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0710, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0562, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0663, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0561, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0928, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0532, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0718, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0888, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0958, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0675, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0567, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0574, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0542, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0626, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0703, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0572, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0684, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0699, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0691, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0565, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0640, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0693, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0672, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0706, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0718, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0721, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0734, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0718, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0642, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0744, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0679, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0750, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0732, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0678, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0572, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0865, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0767, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0744, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0556, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0661, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0696, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0631, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0861, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0673, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0865, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0835, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0650, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0792, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0567, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0717, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0617, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0829, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0759, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0611, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0708, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0843, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0655, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0512, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0708, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0699, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0650, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0730, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0676, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0728, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0718, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1043, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0648, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0759, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0682, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0835, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0766, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0493, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0714, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0719, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0717, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0619, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0624, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0748, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0503, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0748, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0557, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0821, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0528, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0773, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0692, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0603, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0782, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0770, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0629, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0634, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0609, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0747, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0637, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0682, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  28, time= 10.1s | Train: skip eval | Valid: time=  0.2s loss=0.912, TAw acc=  0.0% |
loss_mse:  tensor(0.0708, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0827, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0777, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0952, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0878, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0727, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0629, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0779, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0646, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0725, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0518, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0732, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0637, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0656, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0665, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0733, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0617, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0692, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0559, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0767, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0800, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0872, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0685, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0730, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0914, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0692, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0712, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0676, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0684, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0611, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0559, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0762, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0749, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0630, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0617, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0573, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0826, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0587, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0800, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0761, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0756, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0753, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0545, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0773, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0697, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0633, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0631, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0627, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0545, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0602, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0548, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0694, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0830, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0634, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0572, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0607, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0772, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0731, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0623, device='cuda:0', grad_fn=<MulBackward0>)
